,0
0,2.2926662961050543
1,2.2252695508464506
2,2.146301665852632
3,2.075509692778965
4,2.025595845168759
5,1.9870030239433105
6,1.9511789190678692
7,1.9164526841318936
8,1.8840615872674071
9,1.8533895017543347
10,1.8265924914933573
11,1.801609669752224
12,1.7791974016103531
13,1.7588696049853956
14,1.7395467925655164
15,1.7214848613423483
16,1.703594521231679
17,1.6873999105157194
18,1.6716278682868007
19,1.656446140742238
20,1.642274715603584
21,1.628541564370024
22,1.6152393960870772
23,1.6025960081358814
24,1.589228080070178
25,1.5780550743145891
26,1.5659193123397106
27,1.5544634428844595
28,1.5431961792276345
29,1.5321401927376403
30,1.5221142692653358
31,1.5114513616132825
32,1.502429509704429
33,1.4917446941695782
34,1.4822497811536177
35,1.473252304292979
36,1.4635218709309121
37,1.455021288618201
38,1.4459236302669354
39,1.4376331634044863
40,1.428705348429287
41,1.420511590293449
42,1.4124019220635768
43,1.403507425803191
44,1.3963755511260338
45,1.3885488091802045
46,1.380675077505456
47,1.3728405152248615
48,1.365901897308309
49,1.3579089836554346
50,1.3503900846913472
51,1.3433531018883185
52,1.335865309659705
53,1.3288682079442262
54,1.3213394997143433
55,1.3149892208251162
56,1.3075482495742452
57,1.3008260019436284
58,1.2936500076929767
59,1.2874387836288987
60,1.2803330130190314
61,1.2737205770388598
62,1.267403359296766
63,1.2609609919612483
64,1.2542605630514014
65,1.2484704012878478
66,1.2415835001117388
67,1.2344250403020924
68,1.2295979537411152
69,1.2232189825946072
70,1.217183476756214
71,1.2107770012998813
72,1.204008268109121
73,1.1982780220069493
74,1.1923807397464499
75,1.1867070598824105
76,1.1809338374682308
77,1.1738411831421258
78,1.1692091897204715
79,1.1629889040857082
80,1.1576368890751811
81,1.1523545075074624
82,1.1465178109947454
83,1.1408926478177914
84,1.1353247408694362
85,1.1305281593418446
86,1.1242086397435793
87,1.1182029633706307
88,1.1127227318375552
89,1.107624017837225
90,1.1033114564014972
91,1.0970191776301157
92,1.0918299358144354
93,1.0872564248498455
94,1.081759755326232
95,1.0769388726624214
96,1.0706916423444277
97,1.0659976161066993
98,1.0605280310361158
99,1.0564747765224272
